city,State,Revenue,Class,Month
Albany,NY,460.92,Yoga 101,3
Brooklyn,NY,237.64,Yoga 201,3
Jamaica,NY,422.84,PiYo,3
Harrisburg,PA,251.46,Yoga 201,3
Philadelphia,PA,225.47,Yoga 101,3
Syracuse,NY,360.8,Yoga 201,3
Philadelphia,PA,406.19,Yoga 201,3
Rochester,NY,206.75,Yoga 101,3
Wilkes Barre,PA,348,Yoga 101,3
Camden,NJ,427.91,Yoga 101,3
Harrisburg,PA,325.91,Yoga 101,3
Pittsburgh,PA,156.73,Spinning,3
Philadelphia,PA,192.18,Yoga 201,3
Trenton,NJ,238.47,Yoga 201,3
New York City,NY,207.85,Spinning,3
Rochester,NY,400.88,Insanity,3
Flushing,NY,229.88,Yoga 201,3
Brooklyn,NY,173.36,Yoga 201,3
Reading,PA,386.23,PiYo,3
New York City,NY,388.31,Yoga 101,3
Trenton,NJ,163.57,PiYo,3
Yonkers,NY,197.8,Yoga 101,3
Pittsburgh,PA,174.23,Insanity,3
Brooklyn,NY,301.44,Zumba,3
Philadelphia,PA,373.26,Insanity,3
Philadelphia,PA,413.21,Yoga 101,3
New York City,NY,446.14,Zumba,3
Jamaica,NY,487.97,Spinning,3
Philadelphia,PA,484.63,Yoga 101,3
New York City,NY,298.52,Yoga 201,3
Syracuse,NY,440.14,Yoga 201,3
Albany,NY,325.7,Insanity,3
New York City,NY,280.95,Spinning,3
Albany,NY,460.24,Yoga 201,3
Scranton,PA,484.16,Yoga 201,3
Brooklyn,NY,159.34,Insanity,3
Philadelphia,PA,428.72,PiYo,3
New York City,NY,295.03,Yoga 201,3
Brooklyn,NY,274.13,Insanity,3
Bronx,NY,275.34,PiYo,3
Flushing,NY,324.83,Yoga 101,3
Jamaica,NY,459.25,Yoga 201,3
Scranton,PA,489.6,Yoga 201,3
Elmira,NY,245.08,Yoga 101,3
Great Neck,NY,322.53,Zumba,3
Buffalo,NY,494.4,Zumba,3
Albany,NY,465.66,Spinning,3
Syracuse,NY,133.14,Insanity,3
Jamaica,NY,134.19,Yoga 101,3
Buffalo,NY,157.31,PiYo,3
Brooklyn,NY,345.52,Yoga 201,3
Philadelphia,PA,249.34,Yoga 201,3
Yonkers,NY,223.74,PiYo,3
New York City,NY,146.64,Yoga 201,3
Buffalo,NY,447.17,Spinning,3
New Castle,PA,106.89,Spinning,3
Buffalo,NY,416.19,Insanity,3
New York City,NY,232.52,Spinning,3
Erie,PA,336.28,Insanity,3
New York City,NY,107.56,PiYo,3
Staten Island,NY,420.88,Yoga 101,3
Rochester,NY,493.9,PiYo,3
New York City,NY,119.59,Insanity,3
New York City,NY,457.54,Insanity,3
Newark,NJ,305.34,Yoga 101,3
Bronx,NY,375.43,PiYo,3
Syracuse,NY,278.96,Insanity,3
Wilkes Barre,PA,314.28,Yoga 201,3
Philadelphia,PA,396,Spinning,3
Syracuse,NY,297.68,Yoga 101,3
New York City,NY,152.16,PiYo,3
Philadelphia,PA,228.29,Yoga 201,3
New York City,NY,451.79,PiYo,3
Jersey City,NJ,242.82,Yoga 201,3
New York City,NY,338.08,Insanity,3
New York City,NY,379.58,Yoga 201,3
Harrisburg,PA,415.08,Yoga 101,3
Buffalo,NY,198.5,Yoga 101,3
New York City,NY,306.42,Insanity,3
New York City,NY,208.61,Insanity,3
Bronx,NY,481.49,Spinning,3
Paterson,NJ,353.12,PiYo,3
Erie,PA,397.83,Yoga 201,3
Rochester,NY,108.78,Insanity,3
Rochester,NY,283.37,Yoga 201,3
Staten Island,NY,309.4,Yoga 201,3
New York City,NY,394.04,Yoga 201,3
Pittsburgh,PA,336.47,Insanity,3
Staten Island,NY,151.23,Zumba,3
Pittsburgh,PA,285.26,Yoga 101,3
Albany,NY,313.44,Spinning,3
Philadelphia,PA,336.91,Yoga 101,3
New York City,NY,346.36,PiYo,3
New York City,NY,333.19,Zumba,3
Rochester,NY,415.33,Insanity,3
Pittsburgh,PA,490.71,Spinning,3
Jamaica,NY,202.01,Spinning,3
Flushing,NY,127.81,Zumba,3
Albany,NY,456.24,PiYo,3
Brooklyn,NY,164.38,Yoga 201,3
Jamaica,NY,164.9,Spinning,3
Philadelphia,PA,286.18,Yoga 101,3
Albany,NY,433.81,Insanity,3
Pittsburgh,PA,484.33,Spinning,3
Bronx,NY,496.51,Yoga 101,3
Albany,NY,463.82,Insanity,3
Philadelphia,PA,322.15,Insanity,3
Philadelphia,PA,228.28,Yoga 201,3
Bronx,NY,320.83,PiYo,3
Erie,PA,110.55,Yoga 201,3
Harrisburg,PA,144.17,Yoga 201,3
Brooklyn,NY,421.55,Zumba,3
Albany,NY,251.66,Spinning,3
Pittsburgh,PA,177.84,Zumba,3
Pittsburgh,PA,294.81,Zumba,3
Jamaica,NY,495.65,Zumba,3
Pittsburgh,PA,174.59,Spinning,3
Buffalo,NY,299.29,Yoga 101,3
Buffalo,NY,210.67,Insanity,3
New York City,NY,197.15,Zumba,3
New York City,NY,488.78,PiYo,3
Erie,PA,385,Yoga 201,3
Pittsburgh,PA,424.27,PiYo,3
Buffalo,NY,482.47,Zumba,3
Albany,NY,145.9,Zumba,3
New York City,NY,210.54,Insanity,3
Harrisburg,PA,294.2,Yoga 101,3
Scranton,PA,335.84,Yoga 101,3
White Plains,NY,405.25,Insanity,3
Rochester,NY,484.03,Spinning,3
Lancaster,PA,486.86,PiYo,3
Philadelphia,PA,487.54,Yoga 201,3
Flushing,NY,423.58,Yoga 101,3
Trenton,NJ,188.68,Insanity,3
New York City,NY,388.94,Yoga 101,3
Mc Keesport,PA,306.75,Insanity,3
Philadelphia,PA,287.89,Yoga 101,3
Lancaster,PA,385.52,Spinning,3
Philadelphia,PA,336.51,Spinning,3
Philadelphia,PA,302.77,Zumba,3
Bronx,NY,391.36,Spinning,3
Erie,PA,181.52,Insanity,3
Philadelphia,PA,211.27,PiYo,3
New York City,NY,221.22,Yoga 201,3
New York City,NY,400.34,PiYo,3
New York City,NY,492.66,Spinning,3
Bronx,NY,354.25,Insanity,3
Trenton,NJ,128.95,Spinning,3
York,PA,484.71,PiYo,3
Flushing,NY,432.7,Insanity,3
New York City,NY,244.04,Yoga 201,3
Jamaica,NY,100.77,Yoga 201,3
Newark,NJ,231.6,Yoga 101,3
Valley Forge,PA,417.58,Spinning,3
Philadelphia,PA,414.92,Yoga 201,3
Brooklyn,NY,157.33,Spinning,3
Rochester,NY,424.15,Zumba,3
Philadelphia,PA,306.68,Insanity,3
Newark,NJ,145.25,Yoga 101,3
Philadelphia,PA,241.71,Spinning,3
Bronx,NY,291.86,Spinning,3
Rochester,NY,274.68,Yoga 201,3
New York City,NY,260.54,Insanity,3
Rochester,NY,182.6,Yoga 201,3
Newark,NJ,428.97,Yoga 201,3
Pittsburgh,PA,296.14,Insanity,3
Yonkers,NY,199.57,Spinning,3
Philadelphia,PA,241.74,Zumba,3
New York City,NY,286.26,PiYo,3
Pittsburgh,PA,123.93,Yoga 201,3
Philadelphia,PA,116.97,PiYo,3
Yonkers,NY,444.63,Spinning,3
Philadelphia,PA,449.21,Spinning,3
Rochester,NY,443.89,Yoga 101,3
Brooklyn,NY,491.7,Yoga 201,3
Bronx,NY,400.62,Zumba,3
Buffalo,NY,463.09,Yoga 101,3
New York City,NY,368.07,Yoga 101,3
Brooklyn,NY,392.37,Spinning,3
Pittsburgh,PA,254.95,Spinning,3
Brooklyn,NY,357.43,Insanity,3
Pittsburgh,PA,482.88,Yoga 101,3
Pittsburgh,PA,109.47,Insanity,3
Newark,NJ,131.2,Spinning,3
New Castle,PA,145.6,Spinning,3
Reading,PA,229.75,Zumba,3
Pittsburgh,PA,110.03,Insanity,3
New York City,NY,490.85,Zumba,3
Rochester,NY,219.2,Insanity,3
Buffalo,NY,331.98,Zumba,3
Rochester,NY,102.22,Insanity,3
Levittown,PA,467.31,Insanity,3
Brooklyn,NY,369.78,Yoga 201,3
New York City,NY,325.92,PiYo,3
White Plains,NY,351.21,Yoga 201,3
New Hyde Park,NY,431.36,Spinning,3
New York City,NY,259.79,Yoga 201,3
Jamaica,NY,281.67,Yoga 201,3
New York City,NY,264.33,Zumba,3
New York City,NY,284.93,PiYo,3
Syracuse,NY,101.99,PiYo,3
Buffalo,NY,167.78,Spinning,3
Philadelphia,PA,429.8,Insanity,3
New York City,NY,225.19,Insanity,3
Wilkes Barre,PA,276.97,Yoga 201,3
Johnstown,PA,227.82,Spinning,3
Valley Forge,PA,347.91,Yoga 201,3
Albany,NY,120.3,Yoga 101,3
Philadelphia,PA,457.35,Zumba,3
Rochester,NY,385.84,Yoga 101,3
Albany,NY,476.37,Insanity,3
Erie,PA,476.01,PiYo,3
New York City,NY,246.8,Spinning,3
Harrisburg,PA,463.72,Yoga 201,3
Philadelphia,PA,102.24,Spinning,3
New York City,NY,388.04,Insanity,3
New York City,NY,131.64,Yoga 201,3
New York City,NY,208.24,PiYo,3
New York City,NY,342.61,Yoga 201,3
Albany,NY,278.43,Zumba,3
Yonkers,NY,238.33,PiYo,3
Harrisburg,PA,374.94,Insanity,3
Albany,NY,422.25,PiYo,3
Brooklyn,NY,295.84,Spinning,3
Pittsburgh,PA,141.21,Zumba,3
Trenton,NJ,135.73,PiYo,3
Reading,PA,250.6,Spinning,3
Bronx,NY,169.94,PiYo,3
Brooklyn,NY,158.55,Zumba,3
Albany,NY,144.57,Zumba,3
New York City,NY,282.69,Zumba,3
New York City,NY,327.54,Insanity,3
Syracuse,NY,170.7,Yoga 201,3
Lancaster,PA,459.57,Insanity,3
New Brunswick,NJ,422.33,Insanity,3
Bronx,NY,321.87,Yoga 101,3
Pittsburgh,PA,229.57,Zumba,3
Jamaica,NY,293.58,Insanity,3
Brooklyn,NY,233.2,Yoga 201,3
Newark,NJ,316.44,Zumba,3
New York City,NY,134.56,PiYo,3
Brooklyn,NY,377.4,Insanity,3
Erie,PA,304.93,Insanity,3
Erie,PA,404.83,PiYo,3
Mc Keesport,PA,357.45,PiYo,3
Levittown,PA,453.37,Zumba,3
Trenton,NJ,418,Spinning,3
Brooklyn,NY,128.82,Yoga 201,3
York,PA,442.01,Spinning,3
Buffalo,NY,329.66,Yoga 101,3
Jersey City,NJ,270.44,PiYo,3
Buffalo,NY,220.74,Yoga 101,3
Staten Island,NY,157.68,Spinning,3
Rochester,NY,381.69,Spinning,3
Yonkers,NY,243.68,Zumba,3
New York City,NY,110.67,Zumba,3
Staten Island,NY,247.55,Yoga 201,3
Jamaica,NY,411.71,Yoga 101,3
Erie,PA,137.44,Spinning,3
Buffalo,NY,275.55,Zumba,3
Mc Keesport,PA,271.77,Spinning,3
Staten Island,NY,400.67,Zumba,3
Mc Keesport,PA,469.7,Yoga 101,3
Bronx,NY,354.83,PiYo,3
New York City,NY,370.42,Spinning,3
Port Washington,NY,126.01,Insanity,3
Buffalo,NY,182.36,PiYo,3
Staten Island,NY,356.24,Insanity,3
Hicksville,NY,487.8,Spinning,3
Jamaica,NY,172.91,Insanity,3
Trenton,NJ,448.68,Yoga 201,3
Newark,NJ,198,Yoga 101,3
Philadelphia,PA,185.77,Yoga 101,3
New York City,NY,127.45,Yoga 201,3
Brooklyn,NY,297.38,Insanity,3
New York City,NY,342.53,Spinning,3
Port Washington,NY,331.69,Zumba,3
Brooklyn,NY,223.14,Yoga 201,3
Brooklyn,NY,110.53,Zumba,4
White Plains,NY,497.66,Insanity,4
Erie,PA,402.22,PiYo,4
Philadelphia,PA,337.58,Spinning,4
Albany,NY,173.28,PiYo,4
Utica,NY,238.48,Spinning,4
Philadelphia,PA,190.72,Spinning,4
Philadelphia,PA,234.61,PiYo,4
Bronx,NY,174.82,Yoga 201,4
Syracuse,NY,368.26,Zumba,4
Utica,NY,246.49,Yoga 101,4
New York City,NY,283.79,Yoga 201,4
Pittsburgh,PA,440.04,Yoga 201,4
Brooklyn,NY,169.72,Spinning,4
Philadelphia,PA,358.31,Insanity,4
Philadelphia,PA,223.26,PiYo,4
Erie,PA,283.47,Yoga 201,4
Philadelphia,PA,278.46,Spinning,4
New York City,NY,100.07,Insanity,4
Buffalo,NY,243.08,Insanity,4
Brooklyn,NY,354.43,Spinning,4
Jamaica,NY,402.37,Zumba,4
Jamaica,NY,230.22,Zumba,4
Schenectady,NY,285.42,Yoga 201,4
Lancaster,PA,143.44,Yoga 201,4
New York City,NY,238.93,Insanity,4
Yonkers,NY,306.56,PiYo,4
Paterson,NJ,405.93,Spinning,4
Rochester,NY,216.43,Insanity,4
New Castle,PA,252.69,Zumba,4
Staten Island,NY,439.37,Insanity,4
New York City,NY,157.74,PiYo,4
Trenton,NJ,328.83,Zumba,4
Jersey City,NJ,492.26,Yoga 101,4
Port Washington,NY,286.06,Yoga 101,4
Pittsburgh,PA,302.21,Spinning,4
Albany,NY,255.4,PiYo,4
White Plains,NY,401.86,Zumba,4
Pittsburgh,PA,404.05,Yoga 101,4
Brooklyn,NY,179.68,Spinning,4
Erie,PA,378.9,PiYo,4
New York City,NY,237.04,Spinning,4
Brooklyn,NY,436.96,PiYo,4
Pittsburgh,PA,170.36,Yoga 201,4
Rochester,NY,108.63,Zumba,4
New York City,NY,429.3,Zumba,4
New York City,NY,255.54,Zumba,4
Bronx,NY,475.95,Spinning,4
Syracuse,NY,278,Yoga 201,4
Pittsburgh,PA,344.3,PiYo,4
Pittsburgh,PA,245.49,Yoga 201,4
Buffalo,NY,374.01,Yoga 201,4
Rochester,NY,218.38,Yoga 201,4
New York City,NY,402.46,Insanity,4
Philadelphia,PA,206.49,Insanity,4
New York City,NY,473.22,Yoga 201,4
Bronx,NY,447.67,PiYo,4
Philadelphia,PA,102.65,Yoga 101,4
Albany,NY,266.27,Zumba,4
Erie,PA,281.04,Yoga 101,4
Philadelphia,PA,409.64,Yoga 101,4
Valley Forge,PA,389.41,Spinning,4
Albany,NY,453.86,Insanity,4
Brooklyn,NY,491.96,Spinning,4
Reading,PA,296.69,Yoga 201,4
Flushing,NY,425.38,Insanity,4
New York City,NY,312.39,Spinning,4
Johnstown,PA,283.16,Zumba,4
Philadelphia,PA,486.42,Zumba,4
Staten Island,NY,120.03,Zumba,4
Jamaica,NY,386.38,Zumba,4
Great Neck,NY,442.84,Spinning,4
Newark,NJ,156.38,Yoga 101,4
Pittsburgh,PA,327.07,Yoga 101,4
Jamaica,NY,189.15,PiYo,4
Rochester,NY,122.71,Zumba,4
New York City,NY,414.71,Yoga 201,4
New York City,NY,362.94,Yoga 101,4
Camden,NJ,252.93,Yoga 201,4
Buffalo,NY,278.75,PiYo,4
Brooklyn,NY,461.9,PiYo,4
Levittown,PA,120.53,Insanity,4
York,PA,390.97,Zumba,4
Syracuse,NY,469.98,Yoga 201,4
Valley Forge,PA,489.31,Zumba,4
New York City,NY,405.84,Insanity,4
Rochester,NY,189.03,Yoga 201,4
Bronx,NY,376.06,Zumba,4
Scranton,PA,383.3,Insanity,4
New York City,NY,495.04,Yoga 101,4
Brooklyn,NY,189.75,Yoga 201,4
Rochester,NY,247.23,Spinning,4
Lancaster,PA,110.62,Yoga 201,4
Jamaica,NY,421.74,Zumba,4
Scranton,PA,110.82,Yoga 101,4
Philadelphia,PA,456.56,Spinning,4
Bronx,NY,105.47,Yoga 201,4
Staten Island,NY,254.33,Insanity,4
Philadelphia,PA,205.29,PiYo,4
Buffalo,NY,434.12,Insanity,4
Pittsburgh,PA,212.74,Insanity,4
Pittsburgh,PA,253.42,Yoga 101,4
Bronx,NY,108.23,Yoga 201,4
Jamaica,NY,495.77,PiYo,4
Brooklyn,NY,437.47,Yoga 201,4
Philadelphia,PA,393.42,Yoga 201,4
Pittsburgh,PA,496.44,PiYo,4
New York City,NY,492.06,PiYo,4
New Brunswick,NJ,316.82,Yoga 101,4
Wilkes Barre,PA,175.47,Zumba,4
Rochester,NY,442.1,PiYo,4
Reading,PA,227.16,PiYo,4
Camden,NJ,396.29,Insanity,4
Trenton,NJ,229.87,Spinning,4
Brooklyn,NY,227.57,Insanity,4
Philadelphia,PA,147.78,Zumba,4
Erie,PA,106.31,Insanity,4
Philadelphia,PA,256.03,PiYo,4
Philadelphia,PA,199.91,Zumba,4
Brooklyn,NY,187.68,Insanity,4
New Brunswick,NJ,396.56,PiYo,4
Harrisburg,PA,104.65,Insanity,4
New York City,NY,236.76,Insanity,4
Camden,NJ,364.12,Insanity,4
New York City,NY,366.81,Spinning,4
New York City,NY,461.26,Insanity,4
Philadelphia,PA,383.03,Zumba,4
Pittsburgh,PA,177.93,Zumba,4
Erie,PA,263.17,Zumba,4
Pittsburgh,PA,140.58,Zumba,4
Pittsburgh,PA,278.17,PiYo,4
Mc Keesport,PA,197.42,Spinning,4
Pittsburgh,PA,307.7,Yoga 201,4
Rochester,NY,380.96,PiYo,4
Rochester,NY,309.24,Spinning,4
Lancaster,PA,118.14,Spinning,4
Buffalo,NY,146.29,Yoga 201,4
New York City,NY,172.18,Zumba,4
Albany,NY,443.02,Insanity,4
New York City,NY,476.33,Spinning,4
Bronx,NY,466.02,Insanity,4
Pittsburgh,PA,156.69,Yoga 101,4
Erie,PA,409.55,Yoga 201,4
Buffalo,NY,213,PiYo,4
Pittsburgh,PA,387.49,Spinning,4
Philadelphia,PA,425.87,Yoga 201,4
Buffalo,NY,299.1,Yoga 101,4
New York City,NY,249.07,PiYo,4
Philadelphia,PA,122.37,Yoga 201,4
Pittsburgh,PA,335.2,Spinning,4
New York City,NY,235.82,PiYo,4
Trenton,NJ,150.29,Yoga 201,4
Erie,PA,425.25,PiYo,4
New York City,NY,433.1,Insanity,4
Mc Keesport,PA,329.14,Yoga 101,4
Jersey City,NJ,113.81,Zumba,4
Levittown,PA,491.98,Spinning,4
Jersey City,NJ,322.43,Yoga 201,4
Buffalo,NY,102.05,Insanity,4
Jamaica,NY,312.65,Yoga 101,4
Bronx,NY,378.27,Insanity,4
New York City,NY,428.19,Yoga 101,4
Philadelphia,PA,494.71,PiYo,4
Jamaica,NY,238.27,Insanity,4
New York City,NY,140.58,Zumba,4
Erie,PA,181.18,Zumba,4
Jersey City,NJ,264.42,PiYo,4
Pittsburgh,PA,299.79,Spinning,4
New York City,NY,421.06,Yoga 101,4
Pittsburgh,PA,129.33,Yoga 201,4
New York City,NY,205.92,Insanity,4
Buffalo,NY,276.94,Yoga 101,4
Albany,NY,352.16,Insanity,4
New York City,NY,266.92,Spinning,4
Jamaica,NY,160.54,Zumba,4
New York City,NY,382.05,PiYo,4
Pittsburgh,PA,244.11,Yoga 201,4
Hicksville,NY,172.98,Spinning,4
Philadelphia,PA,329.79,Insanity,4
Pittsburgh,PA,134.33,Spinning,4
Albany,NY,325.07,Spinning,4
Philadelphia,PA,106.16,Yoga 201,4
Pittsburgh,PA,236.2,Yoga 201,4
Jamaica,NY,135.26,Insanity,4
Pittsburgh,PA,413.22,Yoga 101,4
Harrisburg,PA,445.92,Spinning,4
Philadelphia,PA,438.55,PiYo,4
Brooklyn,NY,251.99,PiYo,4
Brooklyn,NY,372.74,Yoga 201,4
Albany,NY,454.5,PiYo,4
New York City,NY,397.77,Yoga 101,4
Pittsburgh,PA,448.53,Insanity,4
Pittsburgh,PA,127.6,Zumba,4
Brooklyn,NY,469.26,Yoga 101,4
New York City,NY,140.12,Yoga 101,4
Yonkers,NY,197.4,Zumba,4
Philadelphia,PA,396.25,Spinning,4
Wilkes Barre,PA,482.77,Zumba,4
Yonkers,NY,307.05,PiYo,4
New York City,NY,154.17,Yoga 101,4
Jersey City,NJ,345.02,Insanity,4
Rochester,NY,174.11,Insanity,4
Philadelphia,PA,138.05,Insanity,4
New York City,NY,232.84,Spinning,4
Brooklyn,NY,175.34,Spinning,4
Allentown,PA,242.99,Yoga 201,4
Harrisburg,PA,334.51,Insanity,4
Philadelphia,PA,379.13,Zumba,4
Wilkes Barre,PA,487.4,PiYo,4
New York City,NY,384.72,Yoga 201,4
Flushing,NY,108.61,Yoga 101,4
Buffalo,NY,157.18,Insanity,4
Albany,NY,305.28,PiYo,4
Philadelphia,PA,110.91,Yoga 201,4
Bronx,NY,446.32,PiYo,4
Reading,PA,280.56,Spinning,4
Philadelphia,PA,258.63,Zumba,4
New Castle,PA,413.85,Yoga 201,4
Rochester,NY,399.88,Spinning,4
Albany,NY,264.21,Insanity,4
Harrisburg,PA,384.69,PiYo,4
New York City,NY,142.3,Yoga 201,4
Philadelphia,PA,157.06,Spinning,4
Erie,PA,365.13,Insanity,4
Newark,NJ,235.74,Spinning,4
Port Washington,NY,206.54,Spinning,4
Bronx,NY,457.02,PiYo,4
New Brunswick,NJ,188.83,Yoga 201,4
Albany,NY,467.42,Yoga 201,4
Rochester,NY,275.14,PiYo,4
Wilkes Barre,PA,440.11,Zumba,4
Philadelphia,PA,231.58,Yoga 201,4
Erie,PA,355.43,Zumba,4
Pittsburgh,PA,102.51,PiYo,4
Wilkes Barre,PA,178.74,Yoga 201,4
Philadelphia,PA,249.76,Yoga 101,4
New York City,NY,423.93,Zumba,4
Buffalo,NY,302.69,Spinning,4
Pittsburgh,PA,414.21,Insanity,4
Pittsburgh,PA,172.1,Spinning,4
Rochester,NY,304.31,Spinning,4
Rochester,NY,394.65,Yoga 201,4
Harrisburg,PA,183.17,Insanity,4
New York City,NY,249.42,Zumba,4
Philadelphia,PA,267.34,PiYo,4
Pittsburgh,PA,403.4,Insanity,4
Harrisburg,PA,457.02,Yoga 201,4
Staten Island,NY,160.72,Yoga 201,4
Newark,NJ,445.05,Insanity,4
Syracuse,NY,338.23,Insanity,4
Levittown,PA,314.88,Zumba,4
Brooklyn,NY,425.87,Zumba,4
Lancaster,PA,177.38,Spinning,4
Jamaica,NY,497.94,Yoga 201,4
Pittsburgh,PA,230.85,Zumba,4
Pittsburgh,PA,370.07,Zumba,4
Newark,NJ,253.65,Yoga 201,4
Erie,PA,480.84,PiYo,4
Rochester,NY,256.86,Zumba,4
Lancaster,PA,150.86,Zumba,4
Rochester,NY,129.55,PiYo,4
Philadelphia,PA,305.66,PiYo,4
Philadelphia,PA,265.92,Zumba,4
Hicksville,NY,190.56,Insanity,4
Erie,PA,471.29,Insanity,4
Trenton,NJ,386.84,PiYo,4
Paterson,NJ,422.41,Spinning,4
Newark,NJ,345.21,Spinning,4
Scranton,PA,387.2,Insanity,4
Albany,NY,441.61,Yoga 201,4
Trenton,NJ,186.92,PiYo,4
Brooklyn,NY,137.61,Yoga 201,4
Brooklyn,NY,488.95,Zumba,4
Pittsburgh,PA,112.51,Spinning,4
Scranton,PA,271.25,Insanity,4
Jamaica,NY,464.35,Insanity,4
Brooklyn,NY,217.79,Spinning,4
Brooklyn,NY,332.11,Zumba,4
Jamaica,NY,426.88,PiYo,4
Rochester,NY,199.59,Zumba,4
Brooklyn,NY,196.22,PiYo,4
Philadelphia,PA,280.4,Yoga 101,4
Brooklyn,NY,128.14,Insanity,4
Scranton,PA,188.27,Spinning,4
New York City,NY,304.81,Yoga 201,4
Philadelphia,PA,269.29,Yoga 101,4
Philadelphia,PA,329.15,Zumba,4
Brooklyn,NY,467.39,Yoga 201,4
Philadelphia,PA,308.91,Spinning,4
Staten Island,NY,380.89,Spinning,4
Lancaster,PA,427.51,Zumba,4
Brooklyn,NY,319.92,Yoga 201,4
Pittsburgh,PA,463.84,PiYo,4
Brooklyn,NY,219.28,Zumba,4
Albany,NY,299.16,Yoga 101,4
Jamaica,NY,487.45,PiYo,4
New York City,NY,496.75,Zumba,4
Bethlehem,PA,173.27,Yoga 201,4
New York City,NY,442.48,Yoga 101,4
Erie,PA,148.79,Spinning,4
Buffalo,NY,189.22,Insanity,4
Albany,NY,223.31,Yoga 201,4
Jamaica,NY,367.58,Spinning,4
New York City,NY,199.03,Yoga 201,4
Philadelphia,PA,474.34,Yoga 201,4
Rochester,NY,184.79,Yoga 201,4
Rochester,NY,207.76,Yoga 201,4
Rochester,NY,270.94,Insanity,4
Syracuse,NY,428.53,Spinning,4
Staten Island,NY,431.7,Yoga 101,4
Philadelphia,PA,438.1,Insanity,4
Buffalo,NY,251.62,Zumba,4
Bronx,NY,318.02,Zumba,4
Jamaica,NY,336.06,Yoga 201,4
Newark,NJ,305.48,Zumba,4
New York City,NY,288.39,Yoga 201,4
Bronx,NY,362.3,PiYo,4
Harrisburg,PA,368.1,Yoga 101,4
Pittsburgh,PA,487.03,PiYo,4
Philadelphia,PA,387.39,Insanity,4
Harrisburg,PA,347.43,Spinning,4
New York City,NY,320.4,Yoga 101,4
Buffalo,NY,207.1,Zumba,4
Newark,NJ,484.01,Spinning,4
Buffalo,NY,284.81,PiYo,4
Mount Vernon,NY,438.77,Yoga 101,4
Newark,NJ,461.4,Zumba,4
Albany,NY,482.29,PiYo,4
Philadelphia,PA,429.47,PiYo,4
Philadelphia,PA,485.27,Spinning,4
Paterson,NJ,309.43,Yoga 101,4
Rochester,NY,373.73,Insanity,4
Pittsburgh,PA,128.07,Zumba,4
Jamaica,NY,183.96,Spinning,4
Newark,NJ,113.38,Yoga 101,4
Brooklyn,NY,153.16,Yoga 201,4
Harrisburg,PA,400.9,Spinning,4
Flushing,NY,208.29,Insanity,4
Philadelphia,PA,158.89,Zumba,4
Flushing,NY,496.13,Spinning,4
New York City,NY,341.04,Spinning,4
Albany,NY,202.56,Yoga 201,4
White Plains,NY,389.34,Yoga 201,4
New York City,NY,282.12,Spinning,4
Albany,NY,255.29,PiYo,4
New York City,NY,316.83,PiYo,4
Levittown,PA,177.06,Yoga 201,4
Philadelphia,PA,373.44,Yoga 201,4
Flushing,NY,287.93,Spinning,4
Albany,NY,110.48,Spinning,4
New York City,NY,176.68,Yoga 101,4
Syracuse,NY,459.14,Zumba,4
Allentown,PA,363.67,Zumba,4
Allentown,PA,116.72,PiYo,4
New York City,NY,296.34,Spinning,4
Rochester,NY,102.72,Yoga 201,4
Syracuse,NY,329.82,Spinning,4
Brooklyn,NY,190.34,PiYo,4
Brooklyn,NY,131.83,PiYo,4
Newark,NJ,111.99,Yoga 201,4
Rochester,NY,123.5,PiYo,4
Rochester,NY,110.42,PiYo,4
New York City,NY,402.69,Yoga 201,4
New York City,NY,188.86,Yoga 101,4
Wilkes Barre,PA,424.82,PiYo,4
Philadelphia,PA,390.49,Yoga 101,4
New York City,NY,444.8,Spinning,4
New York City,NY,274.53,Spinning,4
Elizabeth,NJ,237.02,Insanity,4
Paterson,NJ,388.34,Yoga 201,4
Harrisburg,PA,432.7,Yoga 201,4
York,PA,388.06,PiYo,4
Erie,PA,253.87,Insanity,4
Trenton,NJ,246.77,Zumba,4
New York City,NY,265.19,Spinning,4
Trenton,NJ,341.48,Yoga 101,4
Staten Island,NY,408.34,Spinning,4
Pittsburgh,PA,186.96,Zumba,4
Pittsburgh,PA,304.83,Zumba,4
Buffalo,NY,419.46,Spinning,4
Staten Island,NY,495.5,Zumba,4
Utica,NY,436.37,PiYo,4
Flushing,NY,116.5,Spinning,4
Harrisburg,PA,134.69,Insanity,4
Jamaica,NY,108,Spinning,4
New York City,NY,450.82,Spinning,4
Staten Island,NY,466.49,Insanity,4
Staten Island,NY,427.48,Zumba,4
Rochester,NY,280.95,Yoga 201,4
Erie,PA,426.82,Spinning,4
Rochester,NY,157.39,Spinning,4
Valley Forge,PA,383.1,PiYo,4
Newark,NJ,382.85,Yoga 201,4
New York City,NY,249.01,Spinning,4
Harrisburg,PA,418.33,Spinning,4
Philadelphia,PA,280.27,Yoga 201,4
Brooklyn,NY,335.63,Yoga 201,4
Newark,NJ,350.93,Spinning,4
Wilkes Barre,PA,488.64,Spinning,4
New York City,NY,450.5,Yoga 101,4
Schenectady,NY,393.65,Yoga 101,4
Buffalo,NY,424.91,Insanity,4
New York City,NY,199.57,Yoga 201,4
Philadelphia,PA,160.92,PiYo,4
Trenton,NJ,198.67,Spinning,4
Levittown,PA,342.11,Insanity,4
Jamaica,NY,226.61,Zumba,4
Scranton,PA,456.78,PiYo,4
